0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,1
23,0
24,0
25,0
26,0
27,1
28,1
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,1
75,0
76,1
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,1
101,1
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,1
110,1
111,0
112,3
113,2
114,1
115,1
116,0
117,3
118,2
119,4
120,2
121,0
122,0
123,2
124,0
125,2
126,1
127,2
128,1
129,0
130,0
131,0
132,1
133,1
134,2
135,1
136,3
137,1
138,1
139,5
140,1
141,1
142,3
143,4
144,1
145,6
146,1
147,4
148,4
149,3
150,5
151,2
152,3
153,3
154,0
155,1
156,1
157,0
158,0
159,0
160,0
161,1
162,0
163,3
164,4
165,2
166,3
167,8
168,7
169,7
170,4
171,5
172,6
173,13
174,7
175,3
176,2
177,5
178,1
179,1
180,0
181,0
182,1
183,1
184,0
185,3
186,3
187,5
188,9
189,8
190,9
191,5
192,9
193,2
194,13
195,8
196,10
197,7
198,10
199,11
200,18
201,10
202,7
203,6
204,4
205,3
206,2
207,1
208,14
209,27
210,51
211,60
212,67
213,47
214,61
215,100
216,104
217,77
218,138
219,1267
220,263
221,762
222,756
223,115
224,27
225,19
226,12
227,7
228,8
229,10
230,10
231,9
232,9
233,12
234,13
235,11
236,23
237,14
238,11
239,8
240,6
241,6
242,12
243,10
244,4
245,12
246,7
247,11
248,4
249,9
250,6
251,0
252,3
253,3
254,1
255,0
256,4
257,4
258,9
259,10
260,9
261,11
262,6
263,3
264,0
265,5
266,14
267,6
268,8
269,10
270,6
271,21
272,19
273,7
274,2
275,4
276,1
277,2
278,4
279,3
280,5
281,1
282,10
283,6
284,7
285,4
286,3
287,7
288,7
289,5
290,6
291,21
292,17
293,6
294,10
295,7
296,3
297,3
298,3
299,1
300,0
301,0
302,0
303,0
304,1
305,2
306,5
307,3
308,6
309,7
310,2
311,2
312,1
313,1
314,4
315,3
316,13
317,10
318,13
319,20
320,9
321,6
322,6
323,0
324,2
325,2
326,4
327,2
328,5
329,8
330,12
331,8
332,14
333,9
334,11
335,11
336,8
337,5
338,13
339,10
340,20
341,34
342,4
343,6
344,9
345,6
346,1
347,2
348,2
349,1
350,0
351,3
352,1
353,5
354,8
355,6
356,3
357,4
358,6
359,31
360,34
361,11
362,11
363,18
364,11
365,16
366,9
367,8
368,15
369,2
370,4
371,3
372,2
373,2
374,3
375,1
376,3
377,7
378,9
379,13
380,17
381,9
382,8
383,12
384,5
385,12
386,14
387,5
388,16
389,12
390,13
391,6
392,4
393,4
394,1
395,2
396,0
397,2
398,2
399,6
400,3
401,4
402,4
403,13
404,11
405,10
406,15
407,19
408,2
409,10
410,9
411,13
412,23
413,18
414,8
415,10
416,12
417,5
418,5
419,2
420,0
421,1
422,1
423,1
424,0
425,3
426,7
427,11
428,19
429,46
430,25
431,37
432,25
433,21
434,12
435,21
436,12
437,13
438,14
439,7
440,9
441,4
442,2
443,0
444,0
445,0
446,1
447,12
448,6
449,1
450,5
451,9
452,10
453,7
454,19
455,15
456,17
457,10
458,17
459,12
460,16
461,16
462,10
463,11
464,0
465,0
466,0
467,0
468,1
469,0
470,0
471,1
472,0
473,2
474,2
475,1
476,3
477,1
478,1
479,1
480,3
481,2
482,1
483,0
484,2
485,1
486,4
487,2
488,0
489,1
490,3
491,1
492,0
493,0
494,0
495,2
496,3
497,0
498,7
499,8
500,2
501,7
502,6
503,6
504,11
505,4
506,3
507,6
508,2
509,0
510,3
511,0
512,1
513,0
514,1
515,1
516,1
517,0
518,1
519,0
520,3
521,0
522,2
523,0
524,2
525,4
526,3
527,1
528,3
529,2
530,3
531,9
532,7
533,15
534,11
535,2
536,5
537,5
538,4
539,6
540,6
541,6
542,9
543,13
544,29
545,42
546,46
547,63
548,22
549,209
550,383
551,501
552,667
553,850
554,2673
555,3584
556,2595
557,1723
558,5136
559,485
560,139
561,88
562,56
563,48
564,31
565,35
566,32
567,29
568,37
569,34
570,41
571,23
572,44
573,28
574,17
575,7
576,8
577,4
578,4
579,3
580,3
581,3
582,1
583,1
584,0
585,3
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,2
594,1
595,0
596,0
597,1
598,1
599,0
600,0
601,1
602,0
603,0
604,1
605,2
606,1
607,0
608,0
609,0
610,0
611,1
612,2
613,0
614,0
615,1
616,0
617,1
618,0
619,0
620,2
621,1
622,1
623,1
624,1
625,0
626,0
627,0
628,1
629,0
630,0
631,0
632,0
633,0
634,0
635,0
636,0
637,0
638,0
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,1
650,0
651,0
652,0
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,0
663,0
664,1
665,0
666,0
667,0
668,0
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,1
